"1",0,200,200,200,200,200,0,0,200,200,200,200,200,0,200,200,200,200,200,200,13.4258994910573,200,0,200
"2",55.7618756728911,200,200,178.809364676264,200,200,48.2559512113637,39.9984568938209,200,200,200,200,200,63.1243476791787,200,200,200,200,200,200,55.1426455198769,200,49.9289344857093,200
"3",0,200,200,200,200,200,0,0,200,200,200,200,200,0,200,200,200,200,200,200,0,200,0,200
"4",0,200,200,200,200,200,0,0,200,200,200,200,200,0,200,200,200,200,200,200,0,200,0,200
"5",61.872387315191,856.045784409763,1392.59265414112,729.217448983083,1345.26319846435,1400,105.09329427099,69.1723962711069,1366.59861882606,1325.32297869174,879.872206839872,1350.48861836176,954.759549324132,197.583732141183,635.153044569443,1400,1370.79120893139,1386.41604139742,1374.41487032009,1355.48630370006,196.790095233003,556.452305759729,305.767541508468,1304.93944128369
"6",0,200,200,200,200,200,0,0,200,200,200,200,200,0,200,200,200,200,200,200,0,200,0,200
"7",68.7402528037474,340.15883879379,400,382.660113569181,378.968351478842,278.951372291868,80.6427384430065,129.641622406333,372.954618551071,391.738575262871,344.815961543847,372.610159526326,289.528481087078,68.0152061940289,356.12657827526,379.944316051014,358.126080934277,340.523409680265,364.97816116498,300,110.59781971568,354.68789084075,83.8473139588967,395.804168592046
"8",0,200,200,200,200,200,0,0,200,200,200,200,200,0,200,200,200,200,200,200,0,200,0,200
"9",229.308479949008,1731.83604156596,2300,636.671557391271,1961.70484194882,2136.16258202224,241.888404544505,452.571958239055,752.861847675341,2196.39533377457,610.465219024953,2148.81495097589,1885.30595651407,395.150557274183,758.82738445017,822.680517462133,2160.86578634502,1089.87995275505,2300,2105.44697851182,564.153296840096,620.406253080361,225.197573197796,2210.8082395868
"10",558.673202880303,4002.74153534518,4478.39948875625,2174.90951289474,3716.7648312859,4145.2220546555,725.997374284979,899.973818754921,2733.22065053674,4445.09346884361,2480.38129406763,4040.99288562966,4035.30490624763,698.04424826177,2560.88659655275,2779.88641720514,4190.3214751606,2471.53087956966,4160.7090026826,4194.45156707962,1327.42239201993,2404.34010673198,540.399034771043,4367.28714268373
"11",80.1259496382351,4097.8400188568,4159.75220011055,2553.47553360302,3797.9619145407,3937.49275695579,473.258333969644,109.560254654367,2571.88836877665,4100,2815.79730449215,4000,3832.00889983159,498.590486736658,2255.80029291401,2459.56808610034,4038.21364742639,2833.50955538844,3781.80883832087,3873.15975948569,552.118420803227,2320.1877566055,611.512099441359,4000.22823033948
"12",80.7615996381377,2239.25077624206,2200,2142.28738689321,2300,2423.38430311353,70.0564913704631,66.4903993836869,2111.43110763109,2200,2192.83025832914,2400,2343.18171755504,56.6393967191173,1699.05054741642,2322.71882237736,2500,2371.55189874756,2300,2400,88.535517734172,1579.53520710311,78.4965019889954,2430.36394383095
"13",412.42084631878,1798.10878862761,2627.40324634683,1633.34780307278,1864.62491555874,2468.77283989485,517.113414894984,325.65440628646,2600.01737490113,2549.11824571179,1539.11391525588,2374.63712066605,1561.17762524486,575.97653624105,1895.12127012175,2537.5295178404,2680.26529944572,2200.13553450144,2361.52225536248,2456.73567361962,583.672814351188,1875.30538833184,595.855171062353,2680.89137322821
"14",477.265686588215,2265.7982243233,3333.65725931419,1654.53472911079,2565.73185295893,2366.54397458819,327.39732379255,480.461378171637,2255.64750273753,3134.33276123619,1626.45962324394,2489.37787613198,2098.57694739056,431.108380364954,1821.366289448,2190.63409008808,3002.87928376489,2784.64626279406,2375.62159925524,2918.0441470374,409.125776790719,1700.66509215784,603.471830777158,3070.76910077578
"15",898.793793262889,8553.02614040473,10071.2300759993,7212.59188274333,8711.50870587147,8728.45617946179,979.835669769439,1150.9519244383,7653.47340126386,9674.48814949818,7056.04914468528,8527.34037847496,7920.69385743562,1200.46124169266,6876.34656631167,7833.25632291912,9594.01662741516,8414.9939537932,8706.6406407598,9164.97906578609,1146.61503850889,6923.30280743238,1116.83389895378,9716.30713090512
